2018-07-31 16:03:26.55: SYS_STATUS {onboard_control_sensors_present : 2161691, onboard_control_sensors_enabled : 2129944, onboard_control_sensors_health : 3210240, load : 0, voltage_battery : 0, current_battery : 0, battery_remaining : 100, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:01.38: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 691, voltage_battery : 15523, current_battery : 316, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:01.85: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 699, voltage_battery : 15602, current_battery : 240, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:02.30: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 695, voltage_battery : 15526, current_battery : 236, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:02.88: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15583, current_battery : 204, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:03.36: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 694, voltage_battery : 15479, current_battery : 249, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:03.82: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 703, voltage_battery : 15563, current_battery : 254, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:04.39: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 693, voltage_battery : 15475, current_battery : 323, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:04.86: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15419, current_battery : 339, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:05.42: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 697, voltage_battery : 15400, current_battery : 212, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:05.89: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 698, voltage_battery : 15535, current_battery : 355, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:06.34: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 689, voltage_battery : 15567, current_battery : 449, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:06.81: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 694, voltage_battery : 15274, current_battery : 530, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:07.39: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 691, voltage_battery : 15251, current_battery : 494, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:07.84: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 700, voltage_battery : 15391, current_battery : 436, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:08.31: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 689, voltage_battery : 15490, current_battery : 360, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:08.89: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 694, voltage_battery : 15630, current_battery : 309, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:09.36: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 691, voltage_battery : 15461, current_battery : 347, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:09.84: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 688, voltage_battery : 15238, current_battery : 385, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:10.38: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 702, voltage_battery : 15414, current_battery : 408, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:10.85: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 692, voltage_battery : 15417, current_battery : 361, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:11.41: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 696, voltage_battery : 15431, current_battery : 373, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:11.88: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 693, voltage_battery : 15442, current_battery : 377, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:12.35: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 702, voltage_battery : 15447, current_battery : 362, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:12.83: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 693, voltage_battery : 15461, current_battery : 262, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:13.40: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 705, voltage_battery : 15558, current_battery : 213, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:13.83: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15315, current_battery : 214, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:14.43: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 698, voltage_battery : 15499, current_battery : 186, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:14.89: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 696, voltage_battery : 15484, current_battery : 200, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:15.33: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 704, voltage_battery : 15602, current_battery : 200, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:15.83: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 699, voltage_battery : 15428, current_battery : 194, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:16.39: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 696, voltage_battery : 15414, current_battery : 203, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:16.86: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 697, voltage_battery : 15616, current_battery : 159, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:17.42: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 695, voltage_battery : 15507, current_battery : 137, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:17.87: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 697, voltage_battery : 15579, current_battery : 132, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:18.37: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15520, current_battery : 132, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:18.92: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 689, voltage_battery : 15475, current_battery : 150, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:19.39: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 698, voltage_battery : 15512, current_battery : 150, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:19.87: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 694, voltage_battery : 15507, current_battery : 164, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:20.42: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15381, current_battery : 176, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:20.88: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 696, voltage_battery : 15414, current_battery : 181, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:21.35: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 704, voltage_battery : 15586, current_battery : 159, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:22.04: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 709, voltage_battery : 15558, current_battery : 144, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:22.40: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 705, voltage_battery : 15653, current_battery : 148, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:22.97: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15546, current_battery : 145, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:23.54: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 703, voltage_battery : 15518, current_battery : 187, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:24.00: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 695, voltage_battery : 15433, current_battery : 164, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
